file,dial,category
Ses02M_impro07_M023," What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",0
Ses05F_impro07_F003, yeah.,0
Ses05M_script03_1_M000, Oh Good God.,0
Ses04F_impro07_M034," Well, that's really cool that you're going to be staying in the same city and everything. so umm",0
Ses03M_script03_1_M029, Horrible little thing.,0
Ses03F_script03_1_M014, Who knows?,0
Ses05F_impro03_M044," Perfect, okay, good. ""sigh""",0
Ses01F_script03_1_F025, I know you did.  You threw him out the window into the Grand Canal.  I'll never forgive you for that.,0
Ses03F_script02_2_F044, I noticed that. It's beautiful.,0
Ses04F_script03_1_F010," Yes, meaning just that.",0
Ses04F_script03_2_F002, Not at all.  It was very pretty.  I still have it and I wear it often.,0
Ses04F_impro07_F017, Okay.  Well I'm lying but-,0
Ses01M_script01_3_M001, You're not sorry you came?,0
Ses05M_script02_2_F038, Or not.,0
Ses01M_script03_1_M019, Flippancy brings out the acid in their darn sweetness and light.,0
Ses02F_impro03_M010, No. I'm just as happy as you are.  This is--,0
Ses02M_script03_1_F013," Well, if I laugh at everything then I must laugh at us too.",0
Ses03M_script03_1_F028, [LAUGHTER] Yeah.  That was the first time you ever hit me.,0
Ses01M_script03_1_M025," Yes, yes with the all his might.",0
Ses03M_script03_1_M013," [LAUGHTER] Oh, darling.  You mustn't be serious, that's just what they want.",0
Ses03M_impro03_M004, Okay we were at Chuck E. Cheese.,0
Ses04F_script03_1_F011, Don't laugh at me.  I'm serious.,0
Ses03M_script03_1_F019, Darling I believe you're talking nonsense.,0
Ses01M_impro07_F019, I'm surprised you don't know that.,0
Ses03M_script01_3_F020," I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",0
Ses05F_impro03_M031, And now you're getting married.,0
Ses03F_script02_2_F023, Dancing barefoot in the sand. Drinking out of a bottle of champagne.,0
Ses01M_script02_2_M026, Do you want to dance?,0
Ses02M_impro07_M004," God, I-I got this big packet you know, in the mail and it's like-",0
Ses01F_script02_2_F020," Drinking champagne from the bottle,",0
Ses02M_script03_1_M014, flippancy brings out the acid in their damned sweetness in light.,0
Ses02F_impro07_M024, I always see people walking around with like U.S.C stuff on--,0
Ses03M_impro03_F022, Oh that's kind of sweet.,0
Ses05M_impro07_M037," So it comes Indian like. And you know I'm kind of smart, so.",0
Ses04F_impro07_F067, ditsy valley girls and,0
Ses04M_impro03_M022," Yeah, yeah.",0
Ses05F_impro03_M032, That is amazing.  You must be so excited.  Did you tell your mom?,0
Ses02M_impro08_F023, Great.,0
Ses03M_script01_3_F015, You started to write me.,0
Ses04M_impro03_M007," Honestly, it was kind of quickly.  It was actually only in the past couple months.",0
Ses04F_impro03_F049, What?  She could be just as excited as I am right now.,0
Ses04F_impro07_F026, Yeah. But now we don't have to.,0
Ses05M_impro07_F005, Really? Are you doing the M.F.A. program?,0
Ses04F_impro07_M086," to you, yes.",0
Ses04F_impro03_F050, You could make her that excited.  You really like her.  You guys have been together for a really long time now.,0
Ses01M_script03_1_F025, Hmm.,0
Ses04F_impro03_M008, That's great,0
Ses02M_impro03_F020," Ooh, that would be fun.",0
Ses05F_impro07_M035," Good.  We'll have to have one soon, you're going to have to go to school in a couple of months.",0
Ses03M_script03_1_M026, You can put green paint all over your body and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.,0
Ses02M_script01_3_F002," You know, it's lovely here, the air is sweet.",0
Ses05M_impro07_M036," Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah.",0
Ses05M_impro01_M000," Yes, I'm um- just getting my I.D.  I need a new I.D.",0
Ses03M_script03_1_M015, Laugh at all their sacred shibboleths.  Flippancy brings the acid in their damn sweetness and light.,0
Ses03M_impro03_F017, You had the mouse?,0
Ses02F_impro03_F015, I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out,0
Ses05M_impro08_F028, Okay.  Thanks.,0
Ses04M_script02_2_F018, Dancing barefoot in the sand; drinking champagne from the bottle.,0
Ses05F_impro03_F019, I don't know.  I guess next summer.,0
Ses02M_script01_3_F028, What'll I do with a fortune?,0
Ses03M_impro03_M016, So Okay then and.,0
Ses01F_script02_1_M036," God, this is great.  Think about this.  I know you are not interested, but just think about this.",0
Ses01F_script03_2_F006, It gave him a lot of pleasure and it didn't hurt me.,0
Ses03F_impro03_M017, Hawaii? No.,0
Ses01M_script03_2_F001, Very much sillier.,0
Ses02M_impro03_M025, but like you know it's just - I guess we're just excited right now that we'll get to continue it together.,0
Ses01M_script01_3_M000," Yeah, that kind of went out of style didn't it?",0
Ses03M_impro07_F020, Ah man.,0
Ses03M_script02_2_M041, I mean look at the view of the moon we got from here.,0
Ses02M_impro03_F027," Oh, that's awesome.",0
Ses01F_impro03_F024, Well so now we're married. We have cat children.,0
Ses05M_impro03_F031," That's incredible yeah ,Congratulations.",0
Ses05F_script01_3_F013, Every day since.,0
Ses02F_impro07_M035," Cool.  Well give me a call, you know when--You get in town. definitely Awesome.",0
Ses01F_script03_1_M023," Oh.  So is everyone, in the long run.",0
Ses03F_script01_3_F009, Yeah.,0
Ses04M_script03_1_M020," So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and- and enjoy the party as much as we can, like very small, quite idiotic little school children.",0
Ses05M_impro07_M012," We're gonna hang out, right?",0
Ses05M_script03_1_M022," So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and enjoy the party as long as we can, like little quiet idiotic school children.",0
Ses01F_script03_1_F005, [LAUGHTER] That sent shivers up my spine.,0
Ses03F_script03_1_M017," Yes, yes. Yes, he must with all his might.",0
Ses05M_script01_3_M028," For instance, there was this time, and it had been raining for several days, and this kid came up to me and he gave me his last pair of dry socks, just put them in my pocket.",0
Ses05F_impro03_F024," Yeah, his family doesn't live too far away, so I think-",0
Ses04F_script03_1_M023, Let's blow trumpets and squeakers and enjoy the party as much as we can like small quite idiotic little school children.,0
Ses04F_script03_1_M034, I shall never forget his face.,0
Ses01M_impro02_F014," Always, I always do.",0
Ses05F_impro03_F038," I mean, I I have I have some duty to the man I was going to marry if nobody else came up.",0
Ses05M_impro07_F011," Uh huh.  Yes, seriously, for years.",0
Ses04M_impro07_F033," There are cheerleaders at football games.  That's girls, scantily clad sexy girls.",0
Ses01F_script03_1_M024," Let's be superficial, and just pity those poor philosophers, huh?  Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.",0
Ses01M_script03_2_F002, Oh you knew there was nothing in that.,0
Ses04F_impro07_F018," Well, I haven't decided yet.  I want to try some things out.",0
Ses04F_impro06_F008, [LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.,0
Ses05M_script01_3_M000," I know.  It's going out of style, isn't it?",0
Ses01M_script01_1_M017, I'm going to ask her to marry me.,0
Ses05F_impro07_F028," [LAUGHTER] Oh, it'll be awesome, that's for sure.",0
Ses05M_impro07_F039, good for you.,0
Ses05F_impro03_F060, [LAUGHTER],0
Ses04F_impro07_F063, Social life.  Hello.,0
Ses04F_script02_1_M001," Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid to miss it.  How you doing?",0
Ses01M_impro03_F000, What?,0
Ses04F_impro07_F066," No.  But I'm thinking I might, you know, like audition for a play or something.  I don't really want to do the sorority thing.  I'm not really feeling that vibe with the",0
Ses03F_script01_3_F015, Look,0
Ses04M_impro03_M030, Yeah.  Well maybe--maybe you're right. Maybe there's something to that.,0
Ses01F_impro07_F001, So I have to move back to the ghetto but...I know.,0
Ses05F_script02_2_F038, Or not.,0
Ses02M_script03_1_M029," That was a rouser, wasn't it?",0
Ses03F_script03_1_M016, Depends on how well we play it.,0
Ses05F_impro03_M042," ahh I was always worried you'd be a little bit jealous of me, but I was never quite that lucky.",0
Ses03M_script03_1_M020," Of course, yes, yes, with all his might.",0
Ses02M_impro03_M002, I-I asked her to marry me.,0
Ses01M_script03_1_M017," You mustn't be so serious, darling, it just what they want.",0
Ses01F_script03_1_F012, Who's they?,0
Ses05M_impro03_M026, She wants grandkids. So we'll be working on that right away.,0
Ses05F_script01_3_F016," Not like that, you're not.",0
Ses01F_impro07_F012, So I get to mold young minds. Mrs.?  That's my mother.,0
Ses01M_impro02_F020, I'll send you a letter every single day.,0
Ses01M_script02_2_F043," Augie, you brought refreshments.",0
Ses01M_script03_1_F021, If one of us dies...,0
Ses04F_script03_1_M010, Meaning that sacred and beautiful thing love.,0
Ses03F_script01_3_M006," Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",0
Ses04F_impro07_F042, Alright.,0
Ses03F_script03_1_M011," [LAUGHTER]. You mustn't be serious, my dear one, that's what they want.",0
Ses05F_script01_3_M014," Annie, why didn't you say something to me?",0
Ses05F_impro04_F046," Yeah, thank you.",0
Ses05M_impro03_M027," Of course, we're gonna have kids, like three at least.",0
Ses02M_script03_1_F020," Thank you dear, the same applies you, except that if I catch you so much as looking at another woman, I'll kill you.",0
Ses05M_script03_1_M008," Uhh, It's amazing how once you feel--",0
Ses05F_script01_3_F012, You started to write me.,0
Ses01F_script03_1_F003," Now and always, sweet.",0
Ses02M_script03_1_F009, It's true; the whole business is a very poor joke.,0
Ses05M_impro07_F015, Yeah.  Totally- Well where are you going to live?,0
Ses05F_script01_3_F000, You're the only one I know who loves his parents.,0
Ses03M_script02_2_F021," And I thought, this is it.  This is how happy I'm supposed to be.",0
Ses01F_script03_1_F008, Hmm.  The pity is that one can't stay happy.,0
Ses05F_impro03_M049, So I was one of the first ones? That makes me feel so important.,0
Ses01F_script03_1_F009, It's true.  I think the whole thing's a cruel joke.,0
Ses05M_script01_3_F001, It's all right.  It's a good thing.  It's lovely here.  The air is sweet.,0
Ses05F_impro07_M033, That's a good idea.,0
Ses01M_script03_1_M030, before your body rots and worms pop out of your eye sockets.,0
Ses03F_script02_2_M039," Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here.",0
Ses02M_impro07_M024," I-I don't know. Kind of a broad,",0
Ses04F_impro07_F032, That is why I got accepted.,0
Ses05M_script01_3_F012, Everyday since.,0
Ses04F_script01_3_F001, It's okay.  It's a good thing.,0
Ses02M_impro08_F024, Yeah.,0
Ses04M_script01_3_F008, I guess this is why I came.,0
Ses05M_script02_2_F035," Augie, you brought refreshments.",0
Ses05M_impro03_F010, oh.,0
Ses04F_script03_1_F024," Yes, I know you did.  You threw him out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",0
Ses02F_impro07_M025, You know is like.,0
Ses05F_impro03_M014, You've got to love that.,0
Ses04M_impro03_M025," And it's going to -- the -- you know, I told her that I just -- I want the color brown to be as an integral in the wedding.  And, um, maybe some greens and blues.",0
Ses05F_script01_3_F007, I figured they would- your mother at least.,0
Ses05M_script03_1_M017, [garbage] who knows?,0
Ses04F_script01_3_F010," Chris, I've been ready a long, long time.",0
Ses01F_script03_1_M012, What?  This beautiful and sacred thing - love?,0
Ses02F_impro07_F025," I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean.",0
Ses01M_impro07_M013," Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly.",0
Ses05F_script01_3_M013, You felt something that far back?,0
Ses02F_script01_3_M008, I have no imagination.  That's all I know to tell you.,0
Ses03F_script01_3_F023," Like Larry's brother. Do it like you, Chris.",0
Ses05M_impro03_M005," Um-, but no- It was It was great.  It was really great.  I think she was really surprised and she was really happy. um-",0
Ses03M_script03_1_M007, What are we to do if they suddenly walk in on us?,0
Ses04F_impro03_M026, Give me the browns.,0
Ses02M_script03_1_M007, With the most perfect poise.,0
Ses03F_script01_3_F035, What am I going to do with a fortune?,0
Ses03F_impro03_M004, So how did he do it?,0
Ses03F_impro03_F017," It was--I cried,",0
Ses04F_impro03_F028, You know what? You know what?,0
Ses03M_script01_3_F016, Every day since.,0
Ses05F_impro07_M009," I don't know.  Well.  I wouldn't mind living by the U.S.C. campus, you know, but I'm not going to go to school right now, so.",0
Ses04M_script03_1_F003, Now and always sweet.,0
Ses05F_impro03_F027," It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",0
Ses04F_impro03_F031, Maybe,0
Ses05F_impro03_F016, So you know like late dinner and champagne and what not.,0
Ses04F_impro07_M015, They have- they have that,0
Ses01F_script03_1_M021, Yes.  Yes with all of his might.,0
Ses02F_script01_3_M017," Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",0
